lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,roll_no,gender,race_ethnicity,parental_level_of_education,Cluster
0,1,94,52,90,53,289,std-7197,female,group A,some high school,1
0,0,51,85,76,37,249,std-7198,female,group E,some high school,1
1,0,54,95,96,96,341,std-7199,female,group D,high school,5
1,1,50,47,70,81,248,std-7200,female,group C,bachelor's degree,3
1,0,74,53,62,80,269,std-7201,female,group D,associate's degree,5
0,1,76,49,67,49,241,std-7202,female,group C,associate's degree,3
0,1,54,56,90,75,275,std-7203,female,group A,associate's degree,1
0,1,56,76,75,84,291,std-7204,female,group C,master's degree,3
0,0,56,78,100,76,310,std-7205,female,group D,master's degree,5
1,0,43,98,100,77,318,std-7206,female,group C,some high school,3
1,0,54,100,97,76,327,std-7207,female,group D,bachelor's degree,5
0,1,27,49,44,59,179,std-7208,female,group E,some college,1
1,0,95,71,56,74,296,std-7209,female,group C,some high school,3
1,1,69,100,76,78,323,std-7210,female,group D,associate's degree,5
1,0,81,49,66,46,242,std-7211,female,group C,some high school,3
1,1,82,54,98,87,321,std-7212,female,group A,high school,1
1,1,84,62,86,62,294,std-7213,female,group B,some college,1
1,1,88,47,59,66,260,std-7214,female,group E,some college,1
1,1,61,73,69,78,281,std-7215,female,group C,some college,3
0,1,49,96,75,72,292,std-7216,female,group C,master's degree,3
0,0,73,23,100,49,245,std-7217,female,group D,associate's degree,5
0,0,46,60,84,40,230,std-7218,female,group D,associate's degree,5
1,1,92,80,73,63,308,std-7219,female,group C,bachelor's degree,3
1,0,43,79,85,83,290,std-7220,female,group A,associate's degree,1
0,0,79,49,100,42,270,std-7221,female,group A,some high school,1
0,1,53,55,85,67,260,std-7222,female,group C,some college,3
1,1,76,82,87,96,341,std-7223,female,group E,bachelor's degree,1
0,0,62,88,65,79,294,std-7224,female,group D,some high school,5
1,0,66,100,71,50,287,std-7225,female,group B,high school,1
1,1,63,100,72,79,314,std-7226,female,group C,master's degree,3
1,0,32,93,62,95,282,std-7227,female,group C,some high school,3
1,0,54,45,57,40,196,std-7228,female,group C,some college,3
1,0,30,69,60,31,190,std-7229,female,group C,some college,3
0,0,64,62,87,58,271,std-7230,female,group C,some college,3
1,0,59,56,75,71,261,std-7231,female,group B,high school,1
1,0,72,42,76,68,258,std-7232,female,group D,high school,5
1,0,68,89,68,87,312,std-7233,female,group B,high school,1
0,0,87,60,85,82,314,std-7234,female,group C,high school,3
1,1,62,49,83,63,257,std-7235,female,group D,associate's degree,5
1,0,59,57,65,95,276,std-7236,female,group A,some college,1
0,0,69,82,59,75,285,std-7237,female,group B,some high school,1
1,1,76,81,84,70,311,std-7238,female,group C,bachelor's degree,3
1,0,27,39,82,35,183,std-7239,female,group B,some college,1
1,0,93,50,82,65,290,std-7240,female,group B,master's degree,1
1,0,82,81,70,97,330,std-7241,female,group C,some college,3
1,0,60,74,79,70,283,std-7242,female,group C,high school,3
0,0,79,60,87,91,317,std-7243,female,group E,some college,1
1,1,84,100,100,72,356,std-7244,female,group D,some high school,5
1,0,68,84,97,68,317,std-7245,female,group D,high school,5
1,1,39,85,79,83,286,std-7246,female,group C,some high school,3
1,0,90,61,78,65,294,std-7247,female,group E,some high school,1
0,0,49,65,85,66,265,std-7248,female,group D,bachelor's degree,5
0,1,36,94,73,79,282,std-7249,female,group D,some high school,5
1,1,71,100,41,66,278,std-7250,female,group D,master's degree,5
1,0,71,70,87,84,312,std-7251,female,group A,high school,1
1,0,78,76,70,79,303,std-7252,female,group B,bachelor's degree,1
0,0,74,62,89,70,295,std-7253,female,group C,some college,3
1,1,59,28,99,33,219,std-7254,female,group E,bachelor's degree,1
1,1,31,44,65,89,229,std-7255,female,group B,some high school,1
1,0,57,94,65,57,273,std-7256,female,group D,some college,5
1,0,95,60,98,65,318,std-7257,female,group D,bachelor's degree,5
1,1,81,58,69,91,299,std-7258,female,group D,master's degree,5
1,0,73,69,67,58,267,std-7259,female,group C,bachelor's degree,3
0,0,52,79,79,75,285,std-7260,female,group C,some high school,3
1,0,60,38,68,65,231,std-7261,female,group D,bachelor's degree,5
1,1,94,100,73,74,341,std-7262,female,group C,high school,3
1,1,68,64,68,90,290,std-7263,female,group B,high school,1
1,1,42,48,76,48,214,std-7264,female,group C,high school,3
0,0,71,53,94,76,294,std-7265,female,group B,some college,1
1,1,72,81,100,78,331,std-7266,female,group B,high school,1
0,1,100,69,57,84,310,std-7267,female,group C,some high school,3
1,0,76,97,99,75,347,std-7268,female,group D,associate's degree,5
0,1,62,46,98,65,271,std-7269,female,group C,high school,3
0,1,57,23,100,77,257,std-7270,female,group A,some college,1
0,0,27,72,95,77,271,std-7271,female,group E,high school,1
0,0,67,75,55,66,263,std-7272,female,group A,some college,1
1,0,93,100,93,53,339,std-7273,female,group E,associate's degree,1
1,0,36,86,97,84,303,std-7274,female,group D,some college,5
1,0,67,89,94,81,331,std-7275,female,group C,bachelor's degree,3
1,1,45,52,82,87,266,std-7276,female,group C,high school,3
1,1,59,52,74,71,256,std-7277,female,group D,some high school,5
0,0,68,81,69,40,258,std-7278,female,group B,some college,1
1,1,28,59,100,78,265,std-7279,female,group C,associate's degree,3
1,1,55,59,79,81,274,std-7280,female,group B,some college,1
1,1,59,67,69,62,257,std-7281,female,group C,bachelor's degree,3
0,0,96,58,73,57,284,std-7282,female,group A,bachelor's degree,1
1,0,35,100,50,62,247,std-7283,female,group D,associate's degree,5
0,1,85,80,78,49,292,std-7284,female,group B,some high school,1
1,0,56,100,63,78,297,std-7285,female,group E,master's degree,1
0,1,53,86,75,53,267,std-7286,female,group B,some high school,1
1,0,82,68,87,93,330,std-7287,female,group C,bachelor's degree,3
0,0,73,89,100,75,337,std-7288,female,group D,bachelor's degree,5
0,0,78,70,89,100,337,std-7289,female,group E,bachelor's degree,1
0,0,81,69,88,76,314,std-7290,female,group D,some high school,5
0,0,56,67,52,70,245,std-7291,female,group D,high school,5
1,1,86,88,79,70,323,std-7292,female,group D,associate's degree,5
0,1,73,77,91,60,301,std-7293,female,group C,some high school,3
1,0,54,33,82,56,225,std-7294,female,group A,some high school,1
0,0,62,75,87,54,278,std-7295,female,group A,some college,1
1,1,67,63,73,66,269,std-7296,female,group A,associate's degree,1
1,0,45,76,41,75,237,std-7297,female,group D,bachelor's degree,5
1,0,68,70,83,61,282,std-7298,female,group C,some college,3
1,0,55,73,88,77,293,std-7299,female,group D,some college,5
0,0,69,74,100,59,302,std-7300,female,group D,associate's degree,5
0,1,86,64,90,72,312,std-7301,female,group D,some high school,5
0,0,75,78,81,52,286,std-7302,female,group D,some high school,5
0,0,72,96,94,84,346,std-7303,female,group D,some college,5
1,0,71,54,66,74,265,std-7304,female,group B,high school,1
0,0,67,75,70,64,276,std-7305,female,group B,bachelor's degree,1
1,0,100,72,51,43,266,std-7306,female,group D,high school,5
1,0,68,92,95,97,352,std-7307,female,group E,master's degree,1
0,0,48,55,50,100,253,std-7308,female,group D,master's degree,5
1,1,43,100,89,86,318,std-7309,female,group A,high school,1
1,0,63,98,92,79,332,std-7310,female,group E,some high school,1
1,0,75,54,53,63,245,std-7311,female,group E,some college,1
0,1,56,64,90,30,240,std-7312,female,group A,associate's degree,1
0,1,52,95,71,83,301,std-7313,female,group B,some college,1
1,1,57,88,54,71,270,std-7314,female,group C,some college,3
0,0,61,69,70,88,288,std-7315,female,group B,master's degree,1
0,1,45,70,71,100,286,std-7316,female,group B,some high school,1
1,0,100,51,47,70,268,std-7317,female,group D,high school,5
0,0,45,64,73,97,279,std-7318,female,group C,bachelor's degree,3
1,1,68,76,96,70,310,std-7319,female,group B,bachelor's degree,1
1,0,45,46,88,55,234,std-7320,female,group D,high school,5
1,0,65,100,73,83,321,std-7321,female,group C,associate's degree,3
0,0,53,74,80,71,278,std-7322,female,group E,associate's degree,1
1,0,47,72,87,67,273,std-7323,female,group B,high school,1
1,0,90,63,60,59,272,std-7324,female,group A,high school,1
1,1,57,70,67,77,271,std-7325,female,group E,some college,1
1,0,53,79,77,90,299,std-7326,female,group B,some college,1
1,1,74,36,70,77,257,std-7327,female,group D,some high school,5
1,0,44,23,74,51,192,std-7328,female,group B,some high school,1
0,0,74,23,64,93,254,std-7329,female,group A,associate's degree,1
1,0,62,38,53,81,234,std-7330,female,group C,high school,3
1,0,58,67,50,81,256,std-7331,female,group D,master's degree,5
0,1,54,48,100,81,283,std-7332,female,group D,high school,5
1,0,82,66,81,56,285,std-7333,female,group C,bachelor's degree,3
1,1,53,62,63,90,268,std-7334,female,group C,some high school,3
0,0,54,69,83,80,286,std-7335,female,group B,some college,1
0,0,49,94,74,63,280,std-7336,female,group D,associate's degree,5
1,1,65,68,98,49,280,std-7337,female,group D,some high school,5
1,0,77,57,64,74,272,std-7338,female,group B,some high school,1
1,0,61,89,80,85,315,std-7339,female,group D,some high school,5
1,1,94,46,66,80,286,std-7340,female,group C,some college,3
1,1,27,56,68,68,219,std-7341,female,group D,bachelor's degree,5
1,0,80,54,81,40,255,std-7342,female,group B,bachelor's degree,1
1,0,42,96,54,50,242,std-7343,female,group D,associate's degree,5
1,0,64,44,83,42,233,std-7344,female,group E,associate's degree,1
1,0,75,38,69,63,245,std-7345,female,group A,high school,1
1,0,86,93,99,77,355,std-7346,female,group E,some high school,1
1,1,100,40,84,44,268,std-7347,female,group A,bachelor's degree,1
1,0,61,55,37,66,219,std-7348,female,group E,bachelor's degree,1
0,1,54,66,80,46,246,std-7349,female,group B,associate's degree,1
0,1,52,87,66,81,286,std-7350,female,group C,some high school,3
1,0,73,84,46,64,267,std-7351,female,group D,associate's degree,5
1,0,85,55,40,65,245,std-7352,female,group B,associate's degree,1
0,0,60,69,82,46,257,std-7353,female,group D,some high school,5
1,1,67,91,66,67,291,std-7354,female,group C,associate's degree,3
1,1,76,50,100,76,302,std-7355,female,group E,some college,1
1,1,43,69,86,93,291,std-7356,female,group B,associate's degree,1
1,0,79,84,46,36,245,std-7357,female,group D,some college,5
0,1,88,51,93,53,285,std-7358,female,group A,associate's degree,1
1,0,75,64,82,82,303,std-7359,female,group D,associate's degree,5
1,1,68,54,72,44,238,std-7360,female,group C,high school,3
1,0,74,77,63,59,273,std-7361,female,group D,associate's degree,5
1,0,45,49,85,74,253,std-7362,female,group B,bachelor's degree,1
1,0,51,78,72,73,274,std-7363,female,group E,some high school,1
0,0,66,51,75,61,253,std-7364,female,group C,some college,3
0,0,64,74,99,100,337,std-7365,female,group A,high school,1
1,0,65,62,64,25,216,std-7366,female,group E,associate's degree,1
1,0,27,36,84,58,205,std-7367,female,group D,high school,5
0,1,53,76,52,79,260,std-7368,female,group E,high school,1
1,1,87,97,66,51,301,std-7369,female,group C,some college,3
0,0,51,64,79,74,268,std-7370,female,group A,associate's degree,1
0,0,74,91,97,63,325,std-7371,female,group E,associate's degree,1
1,0,82,74,56,91,303,std-7372,female,group D,high school,5
0,1,76,47,84,59,266,std-7373,female,group E,some high school,1
1,0,96,60,90,73,319,std-7374,female,group A,some college,1
1,1,29,71,77,64,241,std-7375,female,group B,high school,1
0,0,32,34,42,56,164,std-7376,female,group A,high school,1
1,0,100,44,75,65,284,std-7377,female,group E,bachelor's degree,1
1,0,64,97,86,67,314,std-7378,female,group D,high school,5
1,0,67,65,56,79,267,std-7379,female,group C,some high school,3
1,0,37,76,79,64,256,std-7380,female,group A,some college,1
1,0,63,82,74,97,316,std-7381,female,group C,associate's degree,3
1,1,51,93,94,83,321,std-7382,female,group B,bachelor's degree,1
1,0,78,48,55,62,243,std-7383,female,group B,high school,1
1,0,40,75,43,49,207,std-7384,female,group A,master's degree,1
1,1,90,58,48,59,255,std-7385,female,group D,master's degree,5
1,0,79,43,97,59,278,std-7386,female,group C,high school,3
1,0,60,64,99,67,290,std-7387,female,group B,some college,1
1,0,65,97,48,75,285,std-7388,female,group D,some high school,5
1,0,81,57,65,86,289,std-7389,female,group C,some college,3
0,0,72,68,100,88,328,std-7390,female,group B,high school,1
1,0,89,99,38,49,275,std-7391,female,group D,high school,5
1,0,51,94,66,60,271,std-7392,female,group D,some high school,5
1,0,56,76,74,65,271,std-7393,female,group C,some college,3
0,0,96,55,47,81,279,std-7394,female,group A,some high school,1
0,1,69,39,53,80,241,std-7395,female,group E,associate's degree,1
1,0,51,43,92,93,279,std-7396,female,group C,high school,3
1,0,86,54,74,54,268,std-7397,female,group A,bachelor's degree,1
0,1,52,78,66,57,253,std-7398,female,group D,some college,5
1,1,75,41,81,61,258,std-7399,female,group D,bachelor's degree,5
0,0,48,78,51,39,216,std-7400,female,group A,high school,1
0,0,31,66,64,88,249,std-7401,female,group D,bachelor's degree,5
0,0,27,61,62,69,219,std-7402,female,group C,master's degree,3
1,1,60,100,68,90,318,std-7403,female,group B,some high school,1
0,1,66,100,82,78,326,std-7404,female,group A,some college,1
1,1,91,38,99,66,294,std-7405,female,group B,high school,1
1,1,58,85,60,53,256,std-7406,female,group C,bachelor's degree,3
1,1,75,63,84,73,295,std-7407,female,group E,some college,1
0,0,100,42,91,53,286,std-7408,female,group C,some college,3
0,0,78,41,73,82,274,std-7409,female,group A,some college,1
1,0,82,90,64,71,307,std-7410,female,group E,bachelor's degree,1
0,1,49,73,68,57,247,std-7411,female,group C,some high school,3
0,1,66,89,70,49,274,std-7412,female,group C,high school,3
0,0,69,56,76,68,269,std-7413,female,group A,some college,1
1,1,58,99,92,41,290,std-7414,female,group D,high school,5
1,0,97,48,64,98,307,std-7415,female,group B,associate's degree,1
1,0,54,56,74,67,251,std-7416,female,group E,associate's degree,1
1,0,32,100,87,58,277,std-7417,female,group C,associate's degree,3
1,0,57,63,86,83,289,std-7418,female,group D,some college,5
1,1,82,37,47,58,224,std-7419,female,group C,high school,3
1,0,68,95,58,66,287,std-7420,female,group C,some high school,3
0,0,64,60,81,29,234,std-7421,female,group B,master's degree,1
1,1,77,98,66,75,316,std-7422,female,group B,associate's degree,1
1,0,62,72,39,60,233,std-7423,female,group C,high school,3
0,0,54,65,88,34,241,std-7424,female,group B,master's degree,1
1,1,41,56,77,83,257,std-7425,female,group E,some high school,1
1,0,28,40,67,52,187,std-7426,female,group D,some high school,5
1,0,54,58,41,68,221,std-7427,female,group C,some high school,3
0,1,67,77,51,30,225,std-7428,female,group C,master's degree,3
1,0,71,88,82,79,320,std-7429,female,group C,bachelor's degree,3
1,1,73,50,81,76,280,std-7430,female,group D,some high school,5
1,0,36,91,67,60,254,std-7431,female,group C,associate's degree,3
0,1,72,88,54,59,273,std-7432,female,group D,associate's degree,5
0,1,54,57,48,46,205,std-7433,female,group C,high school,3
1,0,74,73,39,81,267,std-7434,female,group C,high school,3
1,0,80,57,57,61,255,std-7435,female,group D,high school,5
1,1,60,41,70,99,270,std-7436,female,group C,associate's degree,3
1,1,75,73,75,50,273,std-7437,female,group A,some high school,1
0,0,77,63,80,72,292,std-7438,female,group C,master's degree,3
1,0,41,94,59,84,278,std-7439,female,group C,bachelor's degree,3
1,0,70,90,67,100,327,std-7440,female,group C,high school,3
1,0,69,62,100,77,308,std-7441,female,group B,some college,1
1,0,68,74,87,65,294,std-7442,female,group C,high school,3
1,0,67,63,77,58,265,std-7443,female,group D,high school,5
1,1,30,100,63,68,261,std-7444,female,group E,associate's degree,1
1,0,56,66,59,85,266,std-7445,female,group E,high school,1
0,0,67,81,52,87,287,std-7446,female,group E,associate's degree,1
1,1,56,81,97,73,307,std-7447,female,group C,some college,3
1,0,31,47,100,78,256,std-7448,female,group E,high school,1
1,1,58,93,76,77,304,std-7449,female,group A,some high school,1
1,1,71,78,75,69,293,std-7450,female,group C,some college,3
1,1,76,100,69,74,319,std-7451,female,group D,high school,5
1,1,51,53,86,61,251,std-7452,female,group C,some college,3
1,0,68,63,33,55,219,std-7453,female,group B,bachelor's degree,1
0,0,53,50,93,55,251,std-7454,female,group C,associate's degree,3
1,0,69,90,76,73,308,std-7455,female,group D,some college,5
1,1,66,35,84,77,262,std-7456,female,group C,associate's degree,3
1,0,57,94,95,98,344,std-7457,female,group B,high school,1
0,0,27,64,37,53,181,std-7458,female,group C,high school,3
1,0,78,44,75,76,273,std-7459,female,group D,some high school,5
0,1,48,82,89,57,276,std-7460,female,group A,bachelor's degree,1
0,0,41,95,90,75,301,std-7461,female,group D,associate's degree,5
1,1,61,74,100,80,315,std-7462,female,group C,some college,3
1,1,53,94,100,85,332,std-7463,female,group E,high school,1
0,0,27,69,80,81,257,std-7464,female,group D,associate's degree,5
1,0,51,100,68,67,286,std-7465,female,group B,associate's degree,1
0,0,77,47,59,62,245,std-7466,female,group B,some high school,1
0,0,65,57,84,35,241,std-7467,female,group D,bachelor's degree,5
1,0,94,74,45,94,307,std-7468,female,group C,some high school,3
1,1,45,65,60,72,242,std-7469,female,group B,associate's degree,1
1,0,46,78,70,60,254,std-7470,female,group E,some college,1
1,0,87,32,77,86,282,std-7471,female,group B,high school,1
0,0,57,83,86,95,321,std-7472,female,group E,some high school,1
1,1,49,40,67,66,222,std-7473,female,group C,some college,3
0,0,70,86,84,85,325,std-7474,female,group D,master's degree,5
0,0,71,64,95,62,292,std-7475,female,group D,bachelor's degree,5
0,0,68,26,81,57,232,std-7476,female,group D,some college,5
0,0,54,100,65,83,302,std-7477,female,group D,some high school,5
1,1,94,78,88,72,332,std-7478,female,group A,associate's degree,1
1,0,80,100,75,89,344,std-7479,female,group C,some college,3
1,1,79,61,75,88,303,std-7480,female,group E,associate's degree,1
1,0,40,67,83,67,257,std-7481,female,group B,high school,1
0,0,67,84,47,82,280,std-7482,female,group C,some college,3
0,0,57,84,90,66,297,std-7483,female,group D,associate's degree,5
0,0,62,61,80,40,243,std-7484,female,group D,some college,5
1,1,66,98,63,43,270,std-7485,female,group C,bachelor's degree,3
1,0,79,80,57,43,259,std-7486,female,group C,bachelor's degree,3
0,0,78,57,63,92,290,std-7487,female,group A,master's degree,1
0,1,88,54,100,61,303,std-7488,female,group C,high school,3
1,0,50,75,52,70,247,std-7489,female,group D,some high school,5
1,1,92,66,81,66,305,std-7490,female,group B,associate's degree,1
0,1,58,44,71,65,238,std-7491,female,group D,some high school,5
1,0,52,78,63,79,272,std-7492,female,group D,some high school,5
1,1,67,61,92,48,268,std-7493,female,group D,associate's degree,5
0,1,66,72,55,76,269,std-7494,female,group B,high school,1
1,1,80,49,83,69,281,std-7495,female,group D,associate's degree,5
1,0,59,44,69,61,233,std-7496,female,group D,some high school,5
1,0,86,86,44,60,276,std-7497,female,group B,high school,1
1,1,65,76,68,82,291,std-7498,female,group B,high school,1
1,1,70,100,68,57,295,std-7499,female,group B,bachelor's degree,1
0,0,27,43,77,47,194,std-7500,female,group D,some high school,5
1,0,63,96,64,96,319,std-7501,female,group C,high school,3
0,1,40,71,45,47,203,std-7502,female,group E,associate's degree,1
1,1,66,54,100,87,307,std-7503,female,group A,some college,1
1,1,40,73,61,66,240,std-7504,female,group C,master's degree,3
1,1,76,85,63,63,287,std-7505,female,group A,some high school,1
1,1,58,75,95,65,293,std-7506,female,group A,some high school,1
0,0,57,29,98,84,268,std-7507,female,group A,high school,1
0,0,54,87,80,91,312,std-7508,female,group C,associate's degree,3
1,1,73,41,37,61,212,std-7509,female,group C,some high school,3
1,0,53,73,48,87,261,std-7510,female,group C,associate's degree,3
1,0,59,84,45,82,270,std-7511,female,group E,master's degree,1
1,1,78,23,66,58,225,std-7512,female,group E,high school,1
1,0,67,55,57,48,227,std-7513,female,group B,some college,1
1,1,51,37,38,89,215,std-7514,female,group C,associate's degree,3
1,1,41,81,97,74,293,std-7515,female,group A,high school,1
1,1,77,30,80,45,232,std-7516,female,group B,some high school,1
0,0,72,70,95,39,276,std-7517,female,group C,associate's degree,3
0,0,62,81,56,90,289,std-7518,female,group D,high school,5
1,1,56,77,59,43,235,std-7519,female,group E,some college,1
1,0,67,77,67,66,277,std-7520,female,group C,associate's degree,3
1,0,68,81,70,59,278,std-7521,female,group C,high school,3
1,1,39,54,62,84,239,std-7522,female,group B,bachelor's degree,1
0,1,62,38,100,80,280,std-7523,female,group D,high school,5
1,1,100,83,88,79,350,std-7524,female,group E,some high school,1
1,0,56,76,100,100,332,std-7525,female,group C,some high school,3
1,0,38,81,65,41,225,std-7526,female,group D,some high school,5
1,1,83,84,85,59,311,std-7527,female,group C,some college,3
1,0,95,74,58,72,299,std-7528,female,group E,associate's degree,1
0,0,69,81,83,100,333,std-7529,female,group C,bachelor's degree,3
1,1,53,67,68,99,287,std-7530,female,group B,associate's degree,1
0,1,67,99,83,65,314,std-7531,female,group B,high school,1
1,1,67,55,72,54,248,std-7532,female,group B,high school,1
0,1,81,60,72,80,293,std-7533,female,group A,high school,1
1,0,59,30,100,49,238,std-7534,female,group D,high school,5
1,0,89,51,81,80,301,std-7535,female,group E,master's degree,1
1,1,36,67,100,73,276,std-7536,female,group C,associate's degree,3
0,0,57,100,68,78,303,std-7537,female,group E,high school,1
1,1,52,69,77,93,291,std-7538,female,group B,high school,1
0,1,65,68,89,47,269,std-7539,female,group D,some high school,5
0,1,86,88,67,61,302,std-7540,female,group D,some college,5
1,0,75,50,87,55,267,std-7541,female,group D,some college,5
0,0,66,89,98,49,302,std-7542,female,group B,high school,1
1,0,73,27,54,89,243,std-7543,female,group C,some college,3
1,0,68,94,53,72,287,std-7544,female,group C,high school,3
1,0,71,69,63,59,262,std-7545,female,group C,some high school,3
1,0,27,78,86,68,259,std-7546,female,group E,high school,1
1,0,100,100,75,70,345,std-7547,female,group B,some college,1
1,1,71,70,62,96,299,std-7548,female,group C,some college,3
0,0,50,78,60,32,220,std-7549,female,group B,some college,1
1,1,50,100,31,44,225,std-7550,female,group D,master's degree,5
1,0,65,88,100,66,319,std-7551,female,group B,high school,1
1,0,65,65,50,79,259,std-7552,female,group A,some high school,1
1,1,80,51,84,57,272,std-7553,female,group C,some college,3
1,1,59,66,84,72,281,std-7554,female,group D,bachelor's degree,5
1,0,73,68,71,78,290,std-7556,female,group D,some high school,5
1,0,56,54,29,45,184,std-7557,female,group A,some high school,1
1,0,50,70,90,94,304,std-7558,female,group E,some college,1
0,0,79,41,94,51,265,std-7559,female,group D,associate's degree,5
1,1,27,73,100,96,296,std-7560,female,group D,some college,5
0,1,78,79,93,70,320,std-7561,female,group B,high school,1
0,0,49,50,81,77,257,std-7562,female,group A,associate's degree,1
1,0,28,68,92,47,235,std-7563,female,group D,bachelor's degree,5
0,1,85,64,33,43,225,std-7564,female,group C,some high school,3
1,0,53,54,57,81,245,std-7565,female,group C,high school,3
1,0,60,69,64,67,260,std-7566,female,group A,bachelor's degree,1
0,1,49,74,88,84,295,std-7567,female,group B,high school,1
1,0,80,89,31,32,232,std-7568,female,group E,high school,1
0,0,29,52,61,75,217,std-7569,female,group C,some college,3
1,0,41,68,97,82,288,std-7570,female,group B,high school,1
1,1,35,70,88,94,287,std-7571,female,group C,master's degree,3
0,0,76,67,66,60,269,std-7572,female,group A,high school,1
0,1,91,74,100,75,340,std-7573,female,group D,master's degree,5
1,0,31,71,66,67,235,std-7574,female,group C,high school,3
1,1,56,76,80,95,307,std-7575,female,group C,high school,3
1,1,77,61,49,64,251,std-7576,female,group A,some college,1
1,0,57,50,53,39,199,std-7577,female,group D,master's degree,5
1,0,79,100,92,82,353,std-7578,female,group D,some high school,5
1,0,44,75,55,83,257,std-7579,female,group C,some college,3
1,0,58,72,86,80,296,std-7580,female,group B,high school,1
1,0,56,27,64,42,189,std-7581,female,group C,bachelor's degree,3
1,1,61,77,78,37,253,std-7582,female,group B,associate's degree,1
0,0,80,76,99,75,330,std-7583,female,group A,master's degree,1
1,1,71,100,90,62,323,std-7584,female,group C,some high school,3
0,1,60,48,98,77,283,std-7585,female,group E,some college,1
1,0,51,53,33,51,188,std-7586,female,group B,some college,1
0,0,35,58,98,83,274,std-7587,female,group A,bachelor's degree,1
0,1,69,94,66,48,277,std-7588,female,group E,associate's degree,1
0,0,62,82,89,79,312,std-7589,female,group D,high school,5
1,1,60,60,43,62,225,std-7590,female,group C,bachelor's degree,3
1,0,67,100,74,63,304,std-7591,female,group C,bachelor's degree,3
1,0,42,66,75,69,252,std-7592,female,group E,master's degree,1
0,1,35,87,73,70,265,std-7593,female,group B,high school,1
1,0,82,27,85,68,262,std-7594,female,group C,associate's degree,3
1,0,59,81,66,59,265,std-7595,female,group A,some college,1
1,1,50,50,65,38,203,std-7596,female,group C,some college,3
0,0,71,95,70,62,298,std-7597,female,group B,some high school,1
0,1,54,100,88,83,325,std-7598,female,group C,associate's degree,3
0,1,60,51,97,85,293,std-7599,female,group D,high school,5
1,1,35,56,88,87,266,std-7600,female,group C,some college,3
1,0,55,23,68,69,215,std-7601,female,group C,high school,3
1,0,34,63,100,72,269,std-7602,female,group A,some college,1
1,1,60,65,88,69,282,std-7603,female,group D,some college,5
1,0,75,100,89,55,319,std-7604,female,group C,some high school,3
1,1,53,76,35,69,233,std-7605,female,group D,some college,5
1,0,78,45,56,99,278,std-7606,female,group C,master's degree,3
0,1,59,43,49,78,229,std-7607,female,group E,master's degree,1
1,0,79,61,72,52,264,std-7608,female,group D,associate's degree,5
1,0,59,30,98,52,239,std-7609,female,group D,some college,5
1,0,53,100,100,72,325,std-7610,female,group A,some college,1
0,0,69,45,97,49,260,std-7611,female,group A,some high school,1
1,1,67,70,81,94,312,std-7612,female,group D,some high school,5
0,0,28,51,100,97,276,std-7613,female,group C,some college,3
0,0,75,89,100,65,329,std-7614,female,group E,high school,1
1,0,91,47,81,87,306,std-7615,female,group D,high school,5
0,1,72,42,84,80,278,std-7616,female,group E,some college,1
1,0,52,47,70,57,226,std-7617,female,group C,some college,3
0,0,58,53,52,89,252,std-7618,female,group C,associate's degree,3
1,0,76,86,97,70,329,std-7619,female,group C,some high school,3
0,1,66,78,91,82,317,std-7620,female,group D,some high school,5
1,1,69,70,85,35,259,std-7621,female,group E,bachelor's degree,1
1,0,65,71,86,65,287,std-7622,female,group D,some college,5
1,1,42,73,91,48,254,std-7623,female,group D,high school,5
1,1,54,57,99,62,272,std-7624,female,group E,associate's degree,1
1,0,45,40,68,79,232,std-7625,female,group A,associate's degree,1
1,1,92,82,92,93,359,std-7626,female,group E,some high school,1
1,0,29,78,96,58,261,std-7627,female,group D,bachelor's degree,5
0,1,45,83,80,51,259,std-7628,female,group B,bachelor's degree,1
1,1,27,60,77,82,246,std-7629,female,group C,some high school,3
1,1,53,68,84,70,275,std-7630,female,group B,associate's degree,1
0,0,62,78,87,48,275,std-7631,female,group B,high school,1
1,1,79,79,71,99,328,std-7632,female,group B,associate's degree,1
1,1,49,49,82,57,237,std-7633,female,group A,associate's degree,1
0,0,84,52,96,41,273,std-7634,female,group C,associate's degree,3
0,0,27,88,79,78,272,std-7635,female,group C,some high school,3
1,1,33,59,56,85,233,std-7636,female,group B,associate's degree,1
1,1,79,56,75,53,263,std-7637,female,group B,bachelor's degree,1
1,0,49,66,79,98,292,std-7638,female,group E,some college,1
1,1,96,56,79,67,298,std-7639,female,group E,some college,1
0,0,68,39,86,75,268,std-7640,female,group B,some college,1
0,0,98,63,100,79,340,std-7641,female,group D,some college,5
1,0,52,81,72,67,272,std-7642,female,group B,high school,1
1,1,38,91,71,93,293,std-7643,female,group C,some college,3
1,1,100,100,75,40,315,std-7644,female,group A,high school,1
1,0,48,53,84,76,261,std-7645,female,group E,high school,1
0,1,30,47,54,55,186,std-7646,female,group A,bachelor's degree,1
0,0,29,69,57,82,237,std-7647,female,group B,associate's degree,1
1,1,78,88,99,99,364,std-7648,female,group A,some college,1
1,0,66,100,64,33,263,std-7649,female,group C,some high school,3
0,1,66,67,100,45,278,std-7650,female,group C,some college,3
1,0,97,94,91,49,331,std-7651,female,group C,some high school,3
1,0,92,82,70,55,299,std-7652,female,group A,some high school,1
0,0,48,59,99,95,301,std-7653,female,group D,some college,5
1,0,46,62,78,60,246,std-7654,female,group B,some high school,1
