TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,Channel,CustomerOccupation,Cluster,Category
72.5,40,30,1,12723.62,Debit,Fort Worth,ATM,Doctor,0,Transaksi Normal
74.11,69,71,4,3920.11,Credit,Virginia Beach,Online,Retired,1,Transaksi Abnormal
22.15,44,73,1,7451.83,Debit,Denver,Branch,Doctor,0,Transaksi Normal
777.92,62,97,1,7061.58,Debit,Austin,Branch,Doctor,0,Transaksi Normal
790.07,28,197,1,985.77,Debit,Miami,Online,Student,0,Transaksi Normal
406.33,59,103,1,4298.34,Credit,Miami,Branch,Engineer,1,Transaksi Abnormal
767.41,56,27,1,12799.34,Debit,Fort Worth,ATM,Doctor,0,Transaksi Normal
4.58,21,135,1,811.24,Credit,Atlanta,Online,Student,1,Transaksi Abnormal
447.83,53,88,1,13273.08,Credit,Atlanta,Branch,Doctor,1,Transaksi Abnormal
49.67,21,146,1,842.94,Debit,Atlanta,Online,Student,0,Transaksi Normal
77.83,49,146,1,2471.53,Credit,Kansas City,Branch,Engineer,1,Transaksi Abnormal
702.87,19,184,1,1237.5,Debit,Washington,ATM,Student,0,Transaksi Normal
133.56,25,177,1,783.83,Debit,Atlanta,Online,Student,0,Transaksi Normal
868.05,49,119,1,3931.03,Credit,San Diego,Online,Engineer,1,Transaksi Abnormal
52.87,24,70,1,960.96,Debit,Indianapolis,Branch,Student,0,Transaksi Normal
179.0,78,121,1,7310.88,Debit,Houston,ATM,Retired,0,Transaksi Normal
1168.26,73,37,1,1385.74,Credit,Philadelphia,Online,Retired,1,Transaksi Abnormal
384.11,58,12,1,7902.52,Debit,Fort Worth,ATM,Retired,0,Transaksi Normal
227.61,71,61,1,4405.28,Debit,Houston,Online,Retired,0,Transaksi Normal
40.83,48,24,1,3944.12,Debit,Indianapolis,ATM,Engineer,0,Transaksi Normal
19.76,20,240,1,1523.04,Debit,Nashville,ATM,Student,0,Transaksi Normal
484.24,67,77,1,8042.3,Debit,Raleigh,Branch,Doctor,0,Transaksi Normal
494.66,33,110,1,5531.93,Debit,Houston,Online,Doctor,0,Transaksi Normal
301.47,21,291,1,560.73,Debit,Colorado Springs,Branch,Student,0,Transaksi Normal
199.09,70,89,1,1658.52,Debit,Detroit,Online,Doctor,0,Transaksi Normal
38.95,27,50,1,731.52,Debit,Los Angeles,Online,Engineer,0,Transaksi Normal
515.94,29,37,1,1389.89,Debit,San Francisco,ATM,Engineer,0,Transaksi Normal
41.93,48,136,1,5081.26,Debit,Fresno,ATM,Engineer,0,Transaksi Normal
137.84,27,83,1,1000.35,Debit,Omaha,ATM,Student,0,Transaksi Normal
95.35,21,131,1,1639.9,Debit,Chicago,Online,Student,0,Transaksi Normal
93.14,67,151,1,5473.82,Debit,Memphis,Online,Retired,0,Transaksi Normal
1427.71,64,159,1,1729.26,Debit,New York,Branch,Doctor,0,Transaksi Normal
79.33,51,109,1,14798.1,Credit,Las Vegas,Online,Doctor,1,Transaksi Abnormal
76.89,55,132,1,7374.26,Debit,Chicago,ATM,Doctor,0,Transaksi Normal
233.71,19,297,1,1231.98,Debit,Jacksonville,Online,Student,0,Transaksi Normal
14.92,26,120,1,6611.26,Debit,Las Vegas,Branch,Engineer,0,Transaksi Normal
242.17,60,147,1,883.72,Debit,Jacksonville,ATM,Doctor,0,Transaksi Normal
122.98,79,228,1,5055.99,Debit,Jacksonville,Online,Retired,0,Transaksi Normal
129.35,52,130,1,7166.88,Debit,Las Vegas,ATM,Engineer,0,Transaksi Normal
138.33,21,69,1,232.56,Debit,Dallas,Online,Student,0,Transaksi Normal
39.31,25,178,1,1236.38,Debit,Portland,Online,Student,0,Transaksi Normal
91.85,21,148,1,802.09,Debit,Seattle,Online,Student,0,Transaksi Normal
277.7,58,107,1,1423.2,Debit,Nashville,Branch,Engineer,0,Transaksi Normal
114.03,51,172,1,13388.56,Debit,Portland,ATM,Doctor,0,Transaksi Normal
302.63,27,10,1,2801.28,Credit,San Jose,Branch,Engineer,1,Transaksi Abnormal
31.19,52,74,1,5545.96,Debit,Charlotte,ATM,Engineer,0,Transaksi Normal
112.91,27,135,1,4764.48,Credit,Tucson,Online,Engineer,1,Transaksi Abnormal
742.26,27,36,1,7868.19,Debit,San Diego,Online,Engineer,0,Transaksi Normal
256.8,26,80,1,1128.38,Debit,Charlotte,ATM,Student,0,Transaksi Normal
378.68,60,239,1,7627.04,Debit,Fort Worth,ATM,Doctor,0,Transaksi Normal
571.93,52,119,1,4026.03,Debit,Washington,Online,Retired,0,Transaksi Normal
26.31,77,163,1,7095.76,Credit,Austin,Online,Retired,1,Transaksi Abnormal
205.58,20,159,1,1501.95,Debit,Portland,Online,Student,0,Transaksi Normal
533.61,48,115,1,3656.93,Debit,Mesa,Online,Engineer,0,Transaksi Normal
428.62,55,72,1,3473.24,Debit,Raleigh,Branch,Retired,0,Transaksi Normal
361.22,64,167,1,7061.73,Debit,Raleigh,ATM,Retired,0,Transaksi Normal
837.29,25,216,1,6012.67,Debit,Phoenix,Branch,Student,0,Transaksi Normal
117.25,31,73,1,13694.68,Credit,Atlanta,Online,Doctor,1,Transaksi Abnormal
135.27,48,131,1,9410.51,Debit,Atlanta,ATM,Doctor,0,Transaksi Normal
185.1,53,23,1,6115.63,Debit,Albuquerque,Branch,Retired,0,Transaksi Normal
113.54,38,273,1,5581.21,Debit,Columbus,Online,Engineer,0,Transaksi Normal
354.96,69,96,1,6712.94,Debit,Fort Worth,Online,Doctor,0,Transaksi Normal
224.22,53,37,1,8400.87,Debit,Fresno,Branch,Doctor,0,Transaksi Normal
737.1,60,92,1,4644.19,Debit,Washington,ATM,Retired,0,Transaksi Normal
223.22,27,96,1,1734.22,Debit,Fort Worth,ATM,Student,0,Transaksi Normal
557.26,69,53,1,5237.12,Debit,San Jose,ATM,Doctor,0,Transaksi Normal
1496.57,33,95,1,969.06,Debit,Memphis,Online,Engineer,0,Transaksi Normal
27.44,62,164,1,5950.48,Debit,Boston,ATM,Retired,0,Transaksi Normal
310.09,36,166,1,9962.5,Debit,Detroit,Branch,Doctor,0,Transaksi Normal
80.38,52,116,1,9662.88,Debit,Kansas City,Online,Doctor,0,Transaksi Normal
26.1,66,115,1,5243.0,Credit,Detroit,Branch,Doctor,1,Transaksi Abnormal
845.14,73,183,1,1702.65,Credit,Oklahoma City,Branch,Retired,1,Transaksi Abnormal
59.73,27,56,1,800.93,Debit,Fresno,ATM,Student,0,Transaksi Normal
758.77,60,114,1,7231.47,Debit,San Antonio,ATM,Engineer,0,Transaksi Normal
301.51,22,284,1,1052.31,Debit,Charlotte,ATM,Student,0,Transaksi Normal
418.03,58,161,1,10721.29,Debit,Austin,Online,Doctor,0,Transaksi Normal
118.06,32,31,1,13560.63,Credit,Las Vegas,Branch,Doctor,1,Transaksi Abnormal
483.92,70,115,1,3138.0,Debit,New York,ATM,Retired,0,Transaksi Normal
78.93,38,145,1,9916.24,Debit,Mesa,ATM,Doctor,0,Transaksi Normal
36.63,75,261,1,7941.73,Debit,Miami,ATM,Retired,0,Transaksi Normal
87.85,49,63,1,3753.24,Debit,Colorado Springs,Branch,Engineer,0,Transaksi Normal
1001.83,31,55,1,9733.83,Debit,Philadelphia,Online,Doctor,0,Transaksi Normal
705.34,59,124,1,5003.22,Debit,Washington,Online,Doctor,0,Transaksi Normal
146.55,54,124,5,4087.44,Debit,Virginia Beach,Online,Retired,0,Transaksi Normal
116.89,71,226,1,4880.31,Debit,Columbus,Online,Retired,0,Transaksi Normal
106.41,57,87,1,1310.38,Debit,Los Angeles,Branch,Retired,0,Transaksi Normal
1087.9,78,103,1,2513.51,Debit,Boston,ATM,Retired,0,Transaksi Normal
584.41,23,41,1,4475.22,Debit,Las Vegas,ATM,Student,0,Transaksi Normal
584.98,55,121,1,6521.05,Credit,Chicago,Branch,Retired,1,Transaksi Abnormal
79.21,56,140,1,1615.04,Debit,Colorado Springs,Branch,Retired,0,Transaksi Normal
173.13,20,288,1,1490.34,Credit,Atlanta,Online,Student,1,Transaksi Abnormal
335.7,80,57,1,6601.44,Debit,El Paso,ATM,Retired,0,Transaksi Normal
1225.5,50,109,1,8611.17,Credit,Las Vegas,Online,Doctor,1,Transaksi Abnormal
422.81,28,193,1,1929.28,Debit,Los Angeles,Branch,Student,0,Transaksi Normal
135.43,57,92,1,5315.83,Debit,San Jose,ATM,Retired,0,Transaksi Normal
584.88,26,121,1,548.45,Debit,Philadelphia,ATM,Student,0,Transaksi Normal
308.94,25,167,1,1931.66,Debit,Los Angeles,Online,Student,0,Transaksi Normal
295.93,36,117,1,1050.63,Debit,Boston,Branch,Doctor,0,Transaksi Normal
1512.99,19,50,1,9963.39,Debit,Philadelphia,Online,Student,0,Transaksi Normal
77.44,58,268,1,1950.63,Debit,Washington,Branch,Retired,0,Transaksi Normal
92.5,40,70,1,6295.45,Credit,Seattle,Online,Engineer,1,Transaksi Abnormal
97.74,41,137,1,4113.63,Credit,Los Angeles,Online,Engineer,1,Transaksi Abnormal
291.68,21,90,1,1451.02,Debit,Columbus,ATM,Student,0,Transaksi Normal
56.96,22,135,1,1597.85,Debit,Albuquerque,ATM,Student,0,Transaksi Normal
436.8,27,92,1,1256.33,Debit,Seattle,Online,Student,0,Transaksi Normal
259.49,72,292,1,7320.61,Debit,Austin,Online,Retired,0,Transaksi Normal
726.26,57,147,1,2150.38,Debit,Omaha,Online,Retired,0,Transaksi Normal
568.68,72,101,1,2940.04,Debit,Houston,ATM,Retired,0,Transaksi Normal
77.57,49,225,1,12801.93,Debit,Atlanta,Online,Doctor,0,Transaksi Normal
999.28,29,40,1,4272.41,Debit,Boston,Online,Engineer,0,Transaksi Normal
14.16,74,290,1,5399.76,Credit,Oklahoma City,Branch,Retired,1,Transaksi Abnormal
1142.83,61,48,1,2467.39,Credit,Omaha,Branch,Retired,1,Transaksi Abnormal
61.33,27,129,1,7537.4,Debit,Raleigh,ATM,Engineer,0,Transaksi Normal
27.64,54,23,1,7498.51,Debit,New York,Online,Engineer,0,Transaksi Normal
3.85,29,32,1,10506.41,Debit,San Jose,ATM,Doctor,0,Transaksi Normal
431.22,73,129,1,6505.98,Credit,Austin,Branch,Retired,1,Transaksi Abnormal
178.55,55,67,1,7568.4,Debit,Houston,Branch,Engineer,0,Transaksi Normal
248.76,18,56,1,546.46,Debit,Denver,ATM,Student,0,Transaksi Normal
76.16,23,99,1,1072.25,Debit,San Francisco,ATM,Student,0,Transaksi Normal
347.25,69,250,1,7273.55,Debit,Indianapolis,ATM,Doctor,0,Transaksi Normal
28.04,57,146,5,11197.54,Debit,Los Angeles,ATM,Doctor,0,Transaksi Normal
325.98,19,277,1,782.35,Debit,Washington,ATM,Student,0,Transaksi Normal
249.56,76,246,1,4444.95,Debit,New York,Branch,Retired,0,Transaksi Normal
17.43,56,33,1,10658.88,Debit,Albuquerque,ATM,Doctor,0,Transaksi Normal
198.01,26,40,1,250.93,Credit,Austin,Branch,Student,1,Transaksi Abnormal
585.58,23,55,1,1729.02,Debit,Raleigh,Branch,Student,0,Transaksi Normal
434.67,27,124,1,1298.13,Credit,Virginia Beach,Online,Student,1,Transaksi Abnormal
510.7,27,294,1,5828.48,Credit,Nashville,Online,Student,1,Transaksi Abnormal
331.98,74,12,1,7600.99,Debit,Denver,ATM,Retired,0,Transaksi Normal
199.54,56,268,1,9603.73,Debit,Portland,Online,Engineer,0,Transaksi Normal
212.97,59,178,1,4180.4,Debit,Atlanta,Online,Engineer,0,Transaksi Normal
270.56,23,139,1,1268.44,Debit,Philadelphia,Online,Student,0,Transaksi Normal
306.37,26,120,1,9609.67,Debit,Colorado Springs,ATM,Engineer,0,Transaksi Normal
643.02,38,85,1,11989.39,Credit,Detroit,ATM,Doctor,1,Transaksi Abnormal
98.48,47,12,1,9538.92,Debit,Miami,Branch,Engineer,0,Transaksi Normal
889.01,36,169,1,4826.88,Debit,Virginia Beach,Online,Engineer,0,Transaksi Normal
537.86,27,134,1,293.06,Debit,Kansas City,Online,Student,0,Transaksi Normal
241.18,25,162,1,1445.53,Debit,Mesa,ATM,Student,0,Transaksi Normal
130.54,64,94,1,11204.62,Debit,Atlanta,ATM,Doctor,0,Transaksi Normal
800.29,20,84,1,693.4,Credit,San Diego,Branch,Student,1,Transaksi Abnormal
8.81,57,165,1,13523.65,Debit,Dallas,Online,Doctor,0,Transaksi Normal
28.52,20,163,1,662.51,Debit,Detroit,ATM,Student,0,Transaksi Normal
431.31,23,99,1,342.73,Credit,Atlanta,Online,Student,1,Transaksi Abnormal
885.33,47,59,1,7764.16,Credit,Raleigh,ATM,Engineer,1,Transaksi Abnormal
199.23,29,54,1,9834.0,Debit,Tucson,ATM,Engineer,0,Transaksi Normal
42.26,44,171,1,268.77,Debit,Raleigh,ATM,Doctor,0,Transaksi Normal
166.06,30,172,1,5397.68,Debit,Indianapolis,ATM,Engineer,0,Transaksi Normal
357.72,53,25,1,7659.5,Debit,Miami,ATM,Retired,0,Transaksi Normal
588.37,28,284,1,1926.08,Debit,Dallas,Online,Student,0,Transaksi Normal
72.82,68,127,1,6911.62,Debit,Houston,Online,Doctor,0,Transaksi Normal
162.36,36,147,1,7527.04,Debit,Tucson,Online,Engineer,0,Transaksi Normal
584.82,43,109,1,12071.1,Credit,Nashville,Online,Doctor,1,Transaksi Abnormal
38.15,72,129,1,1425.47,Credit,Oklahoma City,Online,Retired,1,Transaksi Abnormal
477.54,23,52,1,1598.63,Credit,San Francisco,ATM,Student,1,Transaksi Abnormal
639.57,60,43,1,11726.47,Debit,Philadelphia,Branch,Doctor,0,Transaksi Normal
58.23,28,34,1,9189.76,Debit,Phoenix,Online,Student,0,Transaksi Normal
776.21,78,99,1,4895.87,Credit,Raleigh,Online,Retired,1,Transaksi Abnormal
248.76,21,117,1,6178.77,Debit,Portland,Branch,Student,0,Transaksi Normal
188.61,67,26,1,7167.57,Debit,Boston,Online,Retired,0,Transaksi Normal
675.37,56,31,1,4704.91,Credit,Jacksonville,Online,Retired,1,Transaksi Abnormal
94.82,67,56,1,1267.72,Credit,Columbus,Branch,Retired,1,Transaksi Abnormal
425.18,59,135,1,5790.55,Credit,Fresno,Online,Engineer,1,Transaksi Abnormal
50.28,60,65,1,5729.1,Debit,Oklahoma City,Branch,Engineer,0,Transaksi Normal
864.72,34,58,1,7379.38,Credit,Detroit,Branch,Engineer,1,Transaksi Abnormal
70.68,25,105,1,1478.41,Debit,El Paso,Online,Student,0,Transaksi Normal
261.77,28,46,1,824.71,Debit,Chicago,Online,Student,0,Transaksi Normal
183.22,27,63,1,1024.42,Debit,Milwaukee,ATM,Student,0,Transaksi Normal
58.32,29,275,4,6027.49,Credit,Louisville,Branch,Engineer,1,Transaksi Abnormal
156.86,51,102,1,14453.35,Debit,Charlotte,ATM,Doctor,0,Transaksi Normal
120.67,42,233,1,5374.54,Debit,Colorado Springs,ATM,Doctor,0,Transaksi Normal
308.62,59,101,1,9148.08,Credit,Sacramento,Branch,Engineer,1,Transaksi Abnormal
506.81,59,41,1,2757.23,Debit,Milwaukee,ATM,Engineer,0,Transaksi Normal
328.39,41,108,1,2523.83,Debit,New York,ATM,Engineer,0,Transaksi Normal
796.3,67,64,1,1498.79,Debit,Austin,Branch,Retired,0,Transaksi Normal
72.47,29,72,1,1305.56,Debit,Boston,Online,Doctor,0,Transaksi Normal
279.6,25,131,1,1910.9,Debit,Fort Worth,ATM,Student,0,Transaksi Normal
304.2,25,102,1,423.64,Debit,Indianapolis,Online,Student,0,Transaksi Normal
351.38,64,21,1,7606.63,Debit,New York,Branch,Retired,0,Transaksi Normal
86.07,31,23,1,842.56,Debit,Dallas,Branch,Doctor,0,Transaksi Normal
604.5,28,80,1,709.42,Debit,Portland,ATM,Student,0,Transaksi Normal
258.7,27,123,1,1358.37,Debit,Charlotte,ATM,Student,0,Transaksi Normal
994.63,61,158,1,13538.14,Debit,Austin,Online,Doctor,0,Transaksi Normal
11.46,75,64,1,7258.33,Credit,Austin,Branch,Retired,1,Transaksi Abnormal
63.76,69,100,1,4980.26,Debit,San Antonio,ATM,Retired,0,Transaksi Normal
446.83,55,143,1,1623.5,Credit,Miami,Branch,Retired,1,Transaksi Abnormal
63.54,26,136,1,4401.78,Debit,Dallas,ATM,Engineer,0,Transaksi Normal
81.11,48,110,1,2051.37,Debit,Charlotte,Online,Engineer,0,Transaksi Normal
441.26,58,87,5,13704.92,Credit,Tucson,Branch,Doctor,1,Transaksi Abnormal
170.96,64,69,1,13374.89,Debit,Washington,Branch,Doctor,0,Transaksi Normal
48.51,22,69,1,3363.23,Debit,Austin,Branch,Student,0,Transaksi Normal
325.03,60,106,1,13521.76,Debit,Jacksonville,Branch,Doctor,0,Transaksi Normal
125.83,57,138,1,6109.86,Debit,Los Angeles,ATM,Retired,0,Transaksi Normal
506.83,37,45,1,9975.79,Debit,Indianapolis,Branch,Engineer,0,Transaksi Normal
738.94,41,173,1,13856.18,Debit,Philadelphia,Branch,Doctor,0,Transaksi Normal
180.36,33,55,1,9905.23,Credit,Oklahoma City,Online,Engineer,1,Transaksi Abnormal
225.1,28,35,1,1547.71,Debit,Boston,ATM,Student,0,Transaksi Normal
359.51,79,157,1,7153.72,Debit,Charlotte,Online,Retired,0,Transaksi Normal
720.46,54,44,1,3101.54,Debit,Tucson,Branch,Retired,0,Transaksi Normal
1116.57,56,104,1,1393.14,Debit,Tucson,ATM,Retired,0,Transaksi Normal
291.46,57,135,1,7142.53,Debit,Miami,ATM,Retired,0,Transaksi Normal
1192.95,23,73,1,325.15,Debit,Las Vegas,Branch,Student,0,Transaksi Normal
98.24,28,148,1,580.66,Debit,Mesa,Online,Student,0,Transaksi Normal
100.48,18,104,1,6149.81,Credit,Milwaukee,Branch,Student,1,Transaksi Abnormal
45.9,56,264,1,5698.25,Debit,Columbus,Branch,Engineer,0,Transaksi Normal
258.21,39,225,1,9562.41,Debit,San Antonio,Online,Doctor,0,Transaksi Normal
1079.11,53,211,1,2038.31,Debit,Las Vegas,Online,Engineer,0,Transaksi Normal
287.51,22,255,1,187.65,Debit,El Paso,Online,Student,0,Transaksi Normal
501.3,26,146,1,8520.08,Credit,San Antonio,Online,Engineer,1,Transaksi Abnormal
26.1,27,32,1,1435.72,Debit,Mesa,ATM,Student,0,Transaksi Normal
436.77,20,176,1,825.69,Debit,Jacksonville,ATM,Student,0,Transaksi Normal
292.38,68,224,1,5803.89,Debit,Baltimore,ATM,Doctor,0,Transaksi Normal
1026.46,53,165,1,3134.47,Debit,Philadelphia,Branch,Retired,0,Transaksi Normal
25.29,50,125,1,5374.69,Debit,Miami,Online,Engineer,0,Transaksi Normal
123.35,31,10,1,6852.16,Credit,Baltimore,Online,Doctor,1,Transaksi Abnormal
139.52,23,31,1,1570.22,Debit,Portland,Branch,Student,0,Transaksi Normal
51.2,18,83,1,730.6,Debit,Tucson,Online,Student,0,Transaksi Normal
122.85,47,127,3,13185.39,Credit,Seattle,Online,Doctor,1,Transaksi Abnormal
161.38,24,101,1,3900.34,Credit,Colorado Springs,Online,Student,1,Transaksi Abnormal
2.51,63,32,1,4891.56,Debit,Baltimore,Online,Retired,0,Transaksi Normal
22.62,64,102,1,7682.0,Debit,Virginia Beach,ATM,Doctor,0,Transaksi Normal
126.83,57,39,1,6100.98,Debit,Austin,Branch,Retired,0,Transaksi Normal
46.6,55,68,1,1562.9,Debit,Detroit,Online,Doctor,0,Transaksi Normal
243.8,57,48,1,13732.81,Debit,San Francisco,Branch,Doctor,0,Transaksi Normal
231.51,60,96,1,5790.7,Credit,Oklahoma City,Branch,Retired,1,Transaksi Abnormal
175.05,39,34,1,1447.35,Debit,San Francisco,Online,Engineer,0,Transaksi Normal
762.74,64,244,1,207.1,Debit,Los Angeles,ATM,Doctor,0,Transaksi Normal
34.03,57,38,1,3077.2,Debit,Los Angeles,Branch,Engineer,0,Transaksi Normal
15.95,25,52,1,1983.0,Debit,Raleigh,Branch,Student,0,Transaksi Normal
926.53,57,107,1,3120.1,Debit,Milwaukee,ATM,Engineer,0,Transaksi Normal
101.51,46,199,1,3052.47,Credit,Tucson,Online,Engineer,1,Transaksi Abnormal
309.42,27,42,1,8564.46,Debit,Fresno,Branch,Engineer,0,Transaksi Normal
257.6,59,293,1,7950.74,Credit,Fort Worth,Online,Retired,1,Transaksi Abnormal
746.78,21,64,1,1699.81,Credit,Mesa,Branch,Student,1,Transaksi Abnormal
82.01,23,156,1,287.46,Credit,Sacramento,Branch,Student,1,Transaksi Abnormal
476.99,23,187,1,1154.48,Debit,San Diego,Online,Student,0,Transaksi Normal
320.11,23,130,1,4076.48,Debit,El Paso,Branch,Student,0,Transaksi Normal
333.39,68,35,1,10628.59,Debit,Philadelphia,ATM,Doctor,0,Transaksi Normal
10.3,47,197,1,7801.32,Debit,Fresno,ATM,Engineer,0,Transaksi Normal
737.46,53,75,4,634.16,Credit,Albuquerque,Branch,Doctor,1,Transaksi Abnormal
416.55,33,73,1,922.96,Debit,Oklahoma City,Online,Engineer,0,Transaksi Normal
84.91,18,68,1,1671.86,Debit,Raleigh,Online,Student,0,Transaksi Normal
98.95,75,73,1,5670.82,Debit,Mesa,Branch,Retired,0,Transaksi Normal
18.14,58,48,1,6020.85,Credit,Milwaukee,ATM,Retired,1,Transaksi Abnormal
1154.79,51,108,1,6180.3,Debit,Columbus,ATM,Doctor,0,Transaksi Normal
215.13,46,114,1,3956.69,Debit,Charlotte,Online,Engineer,0,Transaksi Normal
218.57,62,102,1,13869.86,Credit,Memphis,Branch,Doctor,1,Transaksi Abnormal
341.88,43,89,1,4159.52,Debit,Austin,ATM,Engineer,0,Transaksi Normal
691.92,19,61,1,1084.65,Debit,Boston,Online,Student,0,Transaksi Normal
50.43,32,51,1,9794.26,Debit,San Jose,Branch,Doctor,0,Transaksi Normal
440.43,78,23,1,5123.24,Debit,Colorado Springs,Branch,Retired,0,Transaksi Normal
299.03,39,52,1,1381.28,Debit,Columbus,Branch,Engineer,0,Transaksi Normal
1.98,66,170,1,11619.1,Debit,Seattle,ATM,Doctor,0,Transaksi Normal
173.45,31,161,1,9077.62,Debit,Philadelphia,ATM,Engineer,0,Transaksi Normal
438.76,22,73,1,1824.19,Debit,San Antonio,Branch,Student,0,Transaksi Normal
519.62,71,40,1,4159.33,Credit,Washington,Online,Retired,1,Transaksi Abnormal
738.68,50,124,1,14352.33,Debit,Chicago,Online,Doctor,0,Transaksi Normal
151.14,64,38,1,2156.54,Debit,Memphis,Online,Retired,0,Transaksi Normal
75.77,51,148,1,8361.7,Debit,Charlotte,Branch,Engineer,0,Transaksi Normal
444.52,27,17,1,5424.6,Debit,Louisville,Online,Engineer,0,Transaksi Normal
5.29,52,276,1,11263.89,Debit,Indianapolis,Online,Doctor,0,Transaksi Normal
97.63,48,127,1,12467.31,Credit,Milwaukee,Online,Doctor,1,Transaksi Abnormal
256.95,26,71,1,2531.24,Debit,San Diego,Branch,Engineer,0,Transaksi Normal
734.86,48,290,1,6242.03,Credit,Boston,Branch,Engineer,1,Transaksi Abnormal
1250.94,36,107,2,11565.97,Debit,Columbus,ATM,Doctor,0,Transaksi Normal
84.28,39,142,1,13586.06,Debit,Memphis,Branch,Doctor,0,Transaksi Normal
927.45,24,95,1,1161.84,Debit,Austin,ATM,Student,0,Transaksi Normal
202.49,48,69,1,7447.1,Credit,Virginia Beach,ATM,Engineer,1,Transaksi Abnormal
154.99,25,53,1,1419.31,Debit,Mesa,Branch,Student,0,Transaksi Normal
481.53,58,277,1,6142.54,Debit,Atlanta,Branch,Retired,0,Transaksi Normal
172.92,20,212,1,416.37,Debit,Miami,Online,Student,0,Transaksi Normal
275.59,53,238,1,6313.22,Credit,Philadelphia,Branch,Retired,1,Transaksi Abnormal
207.2,60,133,1,8092.94,Debit,Columbus,Online,Engineer,0,Transaksi Normal
136.82,31,14,1,6229.13,Debit,Chicago,Branch,Engineer,0,Transaksi Normal
624.0,26,132,5,4976.18,Debit,Houston,Branch,Engineer,0,Transaksi Normal
179.38,30,28,1,8741.51,Debit,Chicago,Online,Engineer,0,Transaksi Normal
10.15,59,58,5,7155.04,Debit,Austin,ATM,Doctor,0,Transaksi Normal
26.3,32,33,1,7473.73,Debit,Virginia Beach,ATM,Doctor,0,Transaksi Normal
319.5,29,69,1,2366.3,Credit,Virginia Beach,Branch,Engineer,1,Transaksi Abnormal
182.42,51,137,1,3051.29,Debit,Kansas City,Branch,Retired,0,Transaksi Normal
716.62,44,241,1,6987.4,Debit,Atlanta,ATM,Doctor,0,Transaksi Normal
222.96,65,150,1,7370.41,Credit,Fresno,ATM,Doctor,1,Transaksi Abnormal
79.77,68,167,1,5010.31,Debit,San Francisco,ATM,Retired,0,Transaksi Normal
431.08,59,25,1,6760.22,Debit,Albuquerque,Branch,Retired,0,Transaksi Normal
592.24,52,140,1,9817.05,Debit,Tucson,ATM,Doctor,0,Transaksi Normal
200.19,52,108,1,4389.96,Credit,San Antonio,Branch,Retired,1,Transaksi Abnormal
297.5,73,80,1,6768.14,Credit,Kansas City,Branch,Retired,1,Transaksi Abnormal
345.86,51,145,1,1504.64,Debit,Omaha,ATM,Retired,0,Transaksi Normal
343.88,63,97,1,6486.18,Debit,Nashville,Online,Retired,0,Transaksi Normal
16.52,25,135,1,835.53,Credit,Boston,Online,Student,1,Transaksi Abnormal
162.1,41,151,1,8576.65,Debit,Milwaukee,Branch,Engineer,0,Transaksi Normal
36.12,22,234,1,1593.03,Debit,Houston,Online,Student,0,Transaksi Normal
354.91,74,191,1,3872.55,Debit,Boston,ATM,Retired,0,Transaksi Normal
38.41,40,117,1,9129.68,Debit,Denver,ATM,Doctor,0,Transaksi Normal
53.52,49,55,1,2227.49,Debit,San Diego,Branch,Engineer,0,Transaksi Normal
498.59,57,138,1,2619.46,Debit,Philadelphia,Online,Retired,0,Transaksi Normal
13.3,23,63,1,213.0,Debit,San Antonio,ATM,Student,0,Transaksi Normal
189.65,21,60,1,8457.09,Debit,Charlotte,ATM,Student,0,Transaksi Normal
255.32,80,27,1,6290.62,Debit,Baltimore,ATM,Retired,0,Transaksi Normal
230.51,51,56,1,9522.37,Credit,Memphis,Branch,Engineer,1,Transaksi Abnormal
237.74,61,152,1,11795.12,Debit,Tucson,ATM,Doctor,0,Transaksi Normal
512.76,52,26,1,5121.36,Debit,Fresno,ATM,Doctor,0,Transaksi Normal
151.37,54,53,1,8356.08,Debit,Baltimore,ATM,Engineer,0,Transaksi Normal
85.01,25,157,1,1299.4,Credit,Portland,ATM,Student,1,Transaksi Abnormal
444.47,57,61,1,6062.94,Debit,San Jose,Online,Retired,0,Transaksi Normal
184.19,67,58,1,7588.67,Debit,Indianapolis,ATM,Retired,0,Transaksi Normal
879.25,24,137,1,125.85,Credit,Memphis,Online,Student,1,Transaksi Abnormal
55.98,24,87,1,7047.04,Credit,Kansas City,Branch,Student,1,Transaksi Abnormal
54.91,41,275,1,7927.27,Credit,Columbus,ATM,Engineer,1,Transaksi Abnormal
1047.69,20,139,1,1889.78,Debit,Austin,Online,Student,0,Transaksi Normal
393.74,26,90,1,1769.06,Debit,Charlotte,Online,Student,0,Transaksi Normal
58.94,30,26,1,4575.98,Debit,Miami,Online,Engineer,0,Transaksi Normal
515.57,27,56,1,9269.67,Debit,Columbus,ATM,Engineer,0,Transaksi Normal
332.15,59,105,1,9749.46,Debit,Dallas,ATM,Doctor,0,Transaksi Normal
177.94,19,173,1,123.24,Debit,Milwaukee,Online,Student,0,Transaksi Normal
68.68,49,141,1,4718.51,Debit,Sacramento,Online,Engineer,0,Transaksi Normal
1431.54,20,84,1,1171.98,Debit,Portland,Online,Student,0,Transaksi Normal
240.03,33,31,1,7807.73,Debit,Atlanta,Online,Engineer,0,Transaksi Normal
168.34,64,240,1,7483.01,Debit,Phoenix,ATM,Retired,0,Transaksi Normal
